product_id,model,name,price,msrp,quantity,weight,status,manufacturer_id,min_order,max_order,qty_blocks,make_an_offer,parent_product_id,category_ids,imageurl,matched_image_path,image_matched,description,seo.title,seo.description,seo.keywords,attributes.gemstoneName,attributes.cutType,attributes.color,attributes.shape,attributes.luster,attributes.hardness,attributes.treatment,attributes.origin,attributes.grade,attributes.size,attributes.caratWeight,additional_attributes.extra_field_6,additional_attributes.extra_field_13,additional_attributes.extra_field_39,additional_attributes.extra_field_22,additional_attributes.extra_field_15,additional_attributes.extra_field_38,additional_attributes.extra_field_66,attributes.clarity,additional_attributes.extra_field_18,additional_attributes.extra_field_25,additional_attributes.extra_field_29,additional_attributes.extra_field_27,additional_attributes.extra_field_32,additional_attributes.extra_field_16,additional_attributes.extra_field_19,additional_attributes.extra_field_41,additional_attributes.extra_field_21,additional_attributes.extra_field_51,additional_attributes.extra_field_17,additional_attributes.extra_field_26,additional_attributes.extra_field_24,additional_attributes.extra_field_30,additional_attributes.extra_field_37,additional_attributes.extra_field_24067,additional_attributes.extra_field_24069,additional_attributes.extra_field_24070,additional_attributes.extra_field_24071,additional_attributes.extra_field_24073,additional_attributes.extra_field_24074,additional_attributes.extra_field_24075,additional_attributes.extra_field_24076,additional_attributes.extra_field_24077,additional_attributes.extra_field_24084,additional_attributes.extra_field_24085,additional_attributes.extra_field_24086,additional_attributes.extra_field_24087,additional_attributes.extra_field_24088,additional_attributes.extra_field_24089,additional_attributes.extra_field_24090,additional_attributes.extra_field_24091,additional_attributes.extra_field_24092,additional_attributes.extra_field_24093,additional_attributes.extra_field_24094,additional_attributes.extra_field_24095,additional_attributes.extra_field_24097,additional_attributes.extra_field_24103,additional_attributes.extra_field_24106,additional_attributes.extra_field_24108,additional_attributes.extra_field_24110,additional_attributes.extra_field_24111,additional_attributes.extra_field_24112,additional_attributes.extra_field_24113,additional_attributes.extra_field_24114,additional_attributes.extra_field_24115,additional_attributes.extra_field_24116,additional_attributes.extra_field_24117,additional_attributes.extra_field_24118,additional_attributes.extra_field_24119,additional_attributes.extra_field_24120,additional_attributes.extra_field_24121,additional_attributes.extra_field_24122,additional_attributes.extra_field_24123,additional_attributes.extra_field_24124,additional_attributes.extra_field_24125,additional_attributes.extra_field_24126,additional_attributes.extra_field_24127,additional_attributes.extra_field_24128,additional_attributes.extra_field_24129,additional_attributes.extra_field_24130,additional_attributes.extra_field_24132,additional_attributes.extra_field_24133,additional_attributes.extra_field_24134,additional_attributes.extra_field_24135,additional_attributes.extra_field_24136,additional_attributes.extra_field_24137,additional_attributes.extra_field_24138,additional_attributes.extra_field_24139,additional_attributes.extra_field_24142,additional_attributes.extra_field_24143,additional_attributes.extra_field_24145,additional_attributes.extra_field_24146,additional_attributes.extra_field_24149,additional_attributes.extra_field_24150,additional_attributes.extra_field_24151,additional_attributes.extra_field_25313,additional_attributes.extra_field_25314,additional_attributes.extra_field_25315,additional_attributes.extra_field_25316,additional_attributes.extra_field_25317,additional_attributes.extra_field_28,additional_attributes.extra_field_45,additional_attributes.extra_field_23,additional_attributes.extra_field_55,additional_attributes.extra_field_60,additional_attributes.extra_field_31,additional_attributes.extra_field_56,additional_attributes.extra_field_20,seo.product_url,additional_attributes.extra_field_59,additional_attributes.extra_field_33,additional_attributes.extra_field_54,additional_attributes.extra_field_36,additional_attributes.extra_field_67,additional_attributes.extra_field_0,additional_attributes.extra_field_22821,additional_attributes.extra_field_79,additional_attributes.extra_field_96,additional_attributes.extra_field_93,additional_attributes.extra_field_89,additional_attributes.extra_field_90,additional_attributes.extra_field_78,additional_attributes.extra_field_99,additional_attributes.extra_field_77,additional_attributes.extra_field_74,additional_attributes.extra_field_73,additional_attributes.extra_field_72,additional_attributes.extra_field_98,additional_attributes.extra_field_82,additional_attributes.extra_field_85,additional_attributes.extra_field_100,additional_attributes.extra_field_101,additional_attributes.extra_field_81,additional_attributes.extra_field_83,additional_attributes.extra_field_86,additional_attributes.extra_field_87,additional_attributes.extra_field_91,additional_attributes.extra_field_95,additional_attributes.extra_field_102,additional_attributes.extra_field_103,additional_attributes.extra_field_75,additional_attributes.extra_field_80,additional_attributes.extra_field_84,additional_attributes.extra_field_70,additional_attributes.extra_field_40,category_id,category,subcategory,subcategory_2,category_path,category_ids_resolved,category_paths_all
7147,DIA022206295,12.35 Cts twt. Canary Diamond Lot size 1.3-3.8mm (0.01-0.20 cts),1235.0,2500.0,17,0.01,True,0,1,0.0,1,True,0,"[""194""]",stockimg/canarydlot.jpg,product-images-migration/stockimg/100/canarydlot.jpg,True,"Diamond lots at below wholesale prices from Alpha Imports. These all time popular lots are widely used by jewelers, designers, eBay sellers and hobbyists. Available in various size configurations. Please check the table below for more details about this lot.",12.35 Cts twt. Canary Diamond Lot size 1.3-3.8 mm (0.01 - 0.20 cts),12.35 Cts twt. Canary Diamond Lot size 1.3-3.8 mm (0.01 - 0.20 cts),"12.35 Carats, Canary, Round, Diamond, I1 clarity, 1-20 pointers, (lot)",Canary Diamond,Very Good,Canary,Round,Nice,10,Enhanced,Africa,,,12.35 ct.,,Diamond Lot,1.3-3.8 mm,,,0.01-0.20 ct.,,I1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,Diamonds,Diamond Deals and Steals,,Diamonds > Diamond Deals and Steals,194,Diamonds > Diamond Deals and Steals
7149,DIA022206297,10.71 Carat Green Diamond I3 Clarity (lot).,999.0,2110.0,8,0.01,True,0,1,0.0,1,True,0,"[""194""]",stockimg/grdlot.jpg,product-images-migration/stockimg/100/grdlot.jpg,True,"Diamond lots at below wholesale prices from Alpha Imports. These all time popular lots are widely used by jewelers, designers, eBay sellers and hobbyists. Available in various size configurations. Please check the table below for more details about this lot.",10.71 Carats Green Round Diamond I3 clarity  (lot) .,10.71 Carats Green Round Diamond I3 clarity  (lot) .,"10.71, Carats, Green, Round, Diamond, I3, clarity, (lot), .",Green Diamond,Very Good,Green,Round,Nice,10,Enhanced,Africa,,,10.71 ct.,,Diamond Lot,3-4 mm,,,0.10-0.25 ct.,,I3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,Diamonds,Diamond Deals and Steals,,Diamonds > Diamond Deals and Steals,194,Diamonds > Diamond Deals and Steals
7152,DIA022206300,1.75 Carats Brown Diamond I4 Clarity,350.0,1001.0,8,0.01,True,0,1,0.0,1,True,0,"[""54""]",stockimg/chocdround.jpg,product-images-migration/stockimg/100/chocdround.jpg,True,Originated from the mines in Australia Nice luster I4 clarity 1.75 Carats Brown Round Diamond .,1.75 Carats Brown Round Diamond I4 clarity,1.75 Carats Brown Round Diamond I4 clarity,"Brown diamond, 1.75 Carats, Brown, Round, Diamond, I4 clarity",Diamond,Very Good,Brown,Round,Nice,10,Enhanced,Australia,,,1.75 ct.,,,,,,,,I4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,Diamonds,Brown Diamonds,,Diamonds > Brown Diamonds,54,Diamonds > Brown Diamonds
7173,DIA022206321,0.75 Carat Yellow  Diamond Commercial Clarity,225.0,450.0,4,0.01,True,0,1,0.0,1,True,0,"[""52""]",stockimg/yelldround.jpg,product-images-migration/stockimg/100/yelldround.jpg,True,"Originated from the mines in Africa Nice luster 0.75 Carats Yellow Round Commercial Diamond.  I3/I4 clarity diamonds are lowest grade in the diamonds. This diamond comes from a closeout lot and may have some surface flaws like scratch, small chip or nick.",0.75 Carats Yellow Round Diamond Commercial clarity,0.75 Carats Yellow Round Diamond Commercial clarity,"0.75 Carats, Yellow Round Diamond, Commercial clarity",Diamond,,Yellow,Round,,10,Enhanced,Africa,,5.75 mm,0.75 ct.,,,,,,,,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,Diamonds,Yellow Diamonds,,Diamonds > Yellow Diamonds,52,Diamonds > Yellow Diamonds
7184,DIA022206332,0.75 Carat Canary  Diamond Commercial Clarity,225.0,450.0,10,0.01,True,0,1,0.0,1,True,0,"[""64""]",stockimg/canarydround.jpg,product-images-migration/stockimg/100/canarydround.jpg,True,Originated from the mines in Africa Nice luster 0.75 Carats Canary Round Commercial Diamond,0.75 Carats Canary Round Diamond Commercial clarity,0.75 Carats Canary Round Diamond Commercial clarity,"0.75 Carats, Canary, Round, Diamond, Commercial clarity",Diamond,Brilliant,Canary,Round,Nice,10,Enhanced,Africa,,5.75 mm,0.75 ct.,,,,,,,,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,Diamonds,Canary Diamonds,,Diamonds > Canary Diamonds,64,Diamonds > Canary Diamonds
7185,DIA022206333,1.55 Carats Brown Diamond,310.0,930.0,1,0.01,True,0,1,0.0,1,True,0,"[""54""]",stockimg/chocdround.jpg,product-images-migration/stockimg/100/chocdround.jpg,True,Originated from the mines in Africa Nice luster I4 clarity 1.55 Carats Brown Round Diamond.,1.55 Carats Brown Round Diamond,1.55 Carats Brown Round Diamond,"Brown Diamond, 1.55 Carats, Brown, Round, Diamond",Diamond,Very Good,Brown,Round,Nice,10,Enhanced,Australia,,,1.55 ct.,,,,,,,,I4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,Diamonds,Brown Diamonds,,Diamonds > Brown Diamonds,54,Diamonds > Brown Diamonds
7190,DIA022206338,2.60 Carats Brown Diamond I4 Clarity,520.0,1001.0,8,0.01,True,0,1,0.0,1,True,0,"[""54""]",stockimg/chocdround.jpg,product-images-migration/stockimg/100/chocdround.jpg,True,Originated from the mines in Australia Nice luster I4 clarity 2.60 Carats Brown Round Diamond .,2.60 Carats Brown Round Diamond I4 clarity,2.60 Carats Brown Round Diamond I4 clarity,"Brown Diamond, 2.60 Carats, Brown, Round, Diamond, I4 clarity",Diamond,Very Good,Brown,Round,Nice,10,Enhanced,Australia,,,2.60 ct.,,,,,,,,I4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,Diamonds,Brown Diamonds,,Diamonds > Brown Diamonds,54,Diamonds > Brown Diamonds
7192,DIA022206340,1.90 Carats Brown Diamond I4 Clarity,380.0,751.0,9,0.01,True,0,1,0.0,1,True,0,"[""54""]",stockimg/chocdround.jpg,product-images-migration/stockimg/100/chocdround.jpg,True,Originated from the mines in Australia Nice luster I4 clarity 1.90 Carats Brown Round Diamond,1.90 Carats Brown Round Diamond I4 clarity,1.90 Carats Brown Round Diamond I4 clarity,"Brown Diamond, 1.90 Carats, Brown, Round, Diamond, I4 clarity",Diamond,Very Good,Brown,Round,Nice,10,Enhanced,Australia,,,1.90 ct.,,,,,,,,I4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,Diamonds,Brown Diamonds,,Diamonds > Brown Diamonds,54,Diamonds > Brown Diamonds
7194,DIA022206342,1.50 Carats Coffee Diamond SI2-I1 Clarity,1200.0,3600.0,1,0.01,True,0,1,0.0,1,True,0,"[""207""]",stockimg/coffedround.jpg,product-images-migration/stockimg/100/coffedround.jpg,True,Originated from the mines in Africa Nice luster 1.50 Carats Coffee Round&nbsp;SI2-I1 Clarity Diamond,1.50 Carats Coffee Diamond SI2-I1 Clarity,1.50 Carats Coffee Diamond SI2-I1 Clarity,"1.50 Carats, Coffee, Diamond, SI2-I1, Clarity, Coffee Diamond",Diamond,Very Good,COffee,Round,Nice,10,Enhanced,Africa,,,1.50 ct.,,,,,,,,SI2-I1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,Diamonds,Coffee Diamonds,,Diamonds > Coffee Diamonds,207,Diamonds > Coffee Diamonds
7195,DIA022206343,0.50 Carat Coffee Diamond Lot size 0.01-0.10 ct.,51.0,115.0,93,0.01,True,0,1,0.0,1,False,0,"[""194""]",stockimg/coffedlot.jpg,product-images-migration/stockimg/100/coffedlot.jpg,True,"Diamond lots at below wholesale prices from Alpha Imports. These all time popular lots are widely used by jewelers, designers, eBay sellers and hobbyists. Available in various size configurations. Please check the table below for more details about this lot.",0.50 Carats Coffee Round Diamond,0.50 Carats Coffee Round Diamond,"0.50 Carats, Coffee, Round, Diamond",Coffee Diamond,Good,Coffee,Round,Nice,10,Enhanced,,,,0.50 ct.,,,,,,0.01-0.10 ct.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,Diamonds,Diamond Deals and Steals,,Diamonds > Diamond Deals and Steals,194,Diamonds > Diamond Deals and Steals
7196,DIA022206344,1.60 Carats Cream Diamond I4 Clarity,320.0,1500.0,11,0.01,True,0,1,0.0,1,True,0,"[""209""]",stockimg/creamdround.jpg,product-images-migration/stockimg/100/creamdround.jpg,True,"Originated from the mines in Africa 1.60 Carats Cream Round Diamond I4 clarity.  I3/I4 clarity diamonds are lowest grade in the diamonds. This diamond comes from a closeout lot and may have some surface flaws like scratch, small chip or nick.",1.60 Carats Cream Round Diamond I4 clarity,1.60 Carats Cream Round Diamond I4 clarity,"1.60 Carats, Cream, Round, Diamond, I4 clarity",Diamond,,Cream,Round,,10,Enhanced,Africa,,,1.60 ct.,,,,,,,,I4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,Diamonds,Cream Diamonds,,Diamonds > Cream Diamonds,209,Diamonds > Cream Diamonds
7197,DIA022206345,1.50 Carats Cream Diamond I3 Clarity,301.0,1500.0,9,0.01,True,0,1,0.0,1,True,0,"[""209""]",stockimg/creamdround.jpg,product-images-migration/stockimg/100/creamdround.jpg,True,Originated from the mines in Africa Nice luster 1.50 Carats Cream Round Diamond I3 clarity,1.50 Carats Cream Round Diamond I3 clarity,1.50 Carats Cream Round Diamond I3 clarity,"1.50 Carats, Cream, Round, Diamond, I3 clarity",Diamond,,Cream,Round,,10,Enhanced,Africa,,,1.50 ct.,,,,,,,,I3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,Diamonds,Cream Diamonds,,Diamonds > Cream Diamonds,209,Diamonds > Cream Diamonds
7198,DIA022206346,1 Carat Cream  Diamond I3-I4 Clarity,199.0,1000.0,5,0.01,True,0,1,0.0,1,True,0,"[""209""]",stockimg/creamdround.jpg,product-images-migration/stockimg/100/creamdround.jpg,True,"Originated from the mines in Africa 1 Carats Cream Round Diamond I3-I4 clarity.  I3/I4 clarity diamonds are lowest grade in the diamonds. This diamond comes from a closeout lot and may have some surface flaws like scratch, small chip or nick.",1 Carats Cream Round Diamond I3-I4 clarity,1 Carats Cream Round Diamond I3-I4 clarity,"1 Carats, Cream, Round, Diamond, I3-I4 clarity",Diamond,,Cream,Round,,10,Enhanced,Africa,,,1 ct.,,,,,,,,I3-I4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,Diamonds,Cream Diamonds,,Diamonds > Cream Diamonds,209,Diamonds > Cream Diamonds
7201,DIA022206349,1.10 Carat Cream  Diamond I3-I4 Clarity,220.0,1000.0,4,0.01,True,0,1,0.0,1,True,0,"[""209""]",stockimg/creamdround.jpg,product-images-migration/stockimg/100/creamdround.jpg,True,"Originated from the mines in Africa 1.10 Carat Cream Round Diamond I3-I4 clarity.  I3/I4 clarity diamonds are lowest grade in the diamonds. This diamond comes from a closeout lot and may have some surface flaws like scratch, small chip or nick.",1.10 Carats Cream Round Diamond I3-I4 clarity,1.10 Carats Cream Round Diamond I3-I4 clarity,"1.10, Carats, Cream, Round, Diamond, I3-I4 clarity",Diamond,,Cream,Round,,10,Enhanced,Africa,,,1.10 ct.,,,,,,,,I3-I4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,Diamonds,Cream Diamonds,,Diamonds > Cream Diamonds,209,Diamonds > Cream Diamonds
7202,DIA022206350,0.95 Carats Cream  Diamond I3-I4 Clarity,199.0,1000.0,10,0.01,True,0,1,0.0,1,True,0,"[""209""]",stockimg/creamdround.jpg,product-images-migration/stockimg/100/creamdround.jpg,True,"Originated from the mines in Africa 0.95 Carats Cream Round I3-I4 Diamond.  I3/I4 clarity diamonds are lowest grade in the diamonds. This diamond comes from a closeout lot and may have some surface flaws like scratch, small chip or nick.",0.95 Carats Cream Round Diamond I3-I4 clarity,0.95 Carats Cream Round Diamond I3-I4 clarity,"0.95 Carats, Cream, Round, Diamond, I3-I4 clarity",Diamond,,Cream,Round,,10,Enhanced,Africa,,6.4 mm,0.95 ct.,,,,,,,,I3-I4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,Diamonds,Cream Diamonds,,Diamonds > Cream Diamonds,209,Diamonds > Cream Diamonds
7205,DIA022206353,1.65 Carats Cream  Diamond I3 Clarity,600.0,3000.0,5,0.01,True,0,1,0.0,1,True,0,"[""209""]",stockimg/creamdround.jpg,product-images-migration/stockimg/100/creamdround.jpg,True,Originated from the mines in Africa Nice luster 1.65 Carats Cream Round Diamond I3 clarity,1.65 Carats Cream Round Diamond I3 clarity,1.65 Carats Cream Round Diamond I3 clarity,"1.65 Carats, Cream, Round, Diamond, I3 clarity",Diamond,,Cream,Round,,10,Enhanced,Africa,,,1.65 ct.,,,,,,,,I3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,Diamonds,Cream Diamonds,,Diamonds > Cream Diamonds,209,Diamonds > Cream Diamonds
7206,DIA022206354,1 Carat Cream Diamond I3-I4 Clarity,200.0,400.0,47,0.01,True,0,1,0.0,1,True,0,"[""209""]",stockimg/creamdround.jpg,product-images-migration/stockimg/100/creamdround.jpg,True,"Originated from the mines in Africa 1 Carat Cream Round I3-I4 Diamond.  I3/I4 clarity diamonds are lowest grade in the diamonds. This diamond comes from a closeout lot and may have some surface flaws like scratch, small chip or nick.",1 Carats Cream Round Diamond I3-I4 clarity,1 Carats Cream Round Diamond I3-I4 clarity,"1 Carats, Cream, Round, Diamond, I3-I4 clarity",Diamond,,Cream,Round,,10,Enhanced,Africa,,,1 ct.,,,,,,,,I3-I4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,Diamonds,Cream Diamonds,,Diamonds > Cream Diamonds,209,Diamonds > Cream Diamonds
7207,DIA022206355,1.30 Carats Coffee Diamond I2 Clarity,520.0,1560.0,1,0.01,True,0,1,0.0,1,True,0,"[""207""]",stockimg/coffedround.jpg,product-images-migration/stockimg/100/coffedround.jpg,True,Originated from the mines in Africa Nice luster 1.30 Carats Coffee Round I2 clarity&nbsp;Diamond .,1.30 Carats Coffee Diamond I2 Clarity,1.30 Carats Coffee Diamond I2 Clarity,"Coffee Diamond, 1.30 Carats, Coffee, Round, Diamond, I2 clarity",Diamond,Very Good,COffee,Round,Nice,10,Enhanced,Africa,,,1.30 ct.,,,,,,,,I2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,Diamonds,Coffee Diamonds,,Diamonds > Coffee Diamonds,207,Diamonds > Coffee Diamonds
7209,DIA022206357,0.50 Carat Cognac  Diamond Commercial Clarity,75.0,150.0,5,0.01,True,0,1,0.0,1,True,0,"[""63""]",stockimg/cogndround.jpg,product-images-migration/stockimg/100/cogndround.jpg,True,Originated from the mines in Africa 0.50 Carat Cognac Round Commercial Diamond,0.50 Carats Cognac Round Diamond Commercial clarity,0.50 Carats Cognac Round Diamond Commercial clarity,"Cognac Diamond, 0.50 Carats, Cognac, Round, Diamond, Commercial clarity",Diamond,,Cognac,Round,,10,Enhanced,Australia,,5 mm,0.50 ct.,Cloudy,,,,,,,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,Diamonds,Cognac Diamonds,,Diamonds > Cognac Diamonds,63,Diamonds > Cognac Diamonds
7211,DIA022206359,1.55 Carats Grey Diamond I3-I4 Clarity,310.0,751.0,5,0.01,True,0,1,0.0,1,True,0,"[""56""]",stockimg/greydround.jpg,product-images-migration/stockimg/100/greydround.jpg,True,Originated from the mines in Africa 1.55 Carats Grey Round I3-I4 Diamond,1.55 Carats Grey Round Diamond I3-I4 clarity,1.55 Carats Grey Round Diamond I3-I4 clarity,"1.55 Carats, Grey, Round, Diamond, I3-I4 clarity",Diamond,,Grey,Round,,10,Enhanced,Africa,,,1.55 ct.,,,,,,,,I3-I4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,Diamonds,Multicolor Diamonds,,Diamonds > Multicolor Diamonds,56,Diamonds > Multicolor Diamonds
7212,DIA022206360,1.40 Carats Silver Diamond I3/I4 Clarity,280.0,1000.0,98,0.01,True,0,1,0.0,1,True,0,"[""65""]",stockimg/silverdround.jpg,product-images-migration/stockimg/100/silverdround.jpg,True,"Originated from the mines in Africa 1.40 Carats Silver Round&nbsp; I3/I4 Diamond.  I3/I4 clarity diamonds are lowest grade in the diamonds. This diamond comes from a closeout lot and may have some surface flaws like scratch, small chip or nick.",1.40 Carats Silver Round Diamond I3/I4 clarity,1.40 Carats Silver Round Diamond I3/I4 clarity,"1.40 Carats, Silver, Round, Diamond, I3/I4 clarity",Diamond,,Silver,Round,,10,,Africa,,,1.40 ct.,,,,,,,,I3/I4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,Diamonds,Silver Diamonds,,Diamonds > Silver Diamonds,65,Diamonds > Silver Diamonds
7213,DIA022206361,1.40 Carats Grey Diamond I3-I4 Clarity,280.0,751.0,10,0.01,True,0,1,0.0,1,True,0,"[""56""]",stockimg/greydround.jpg,product-images-migration/stockimg/100/greydround.jpg,True,"Originated from the mines in Africa 1.40 Carats Grey Round I3-I4 Diamond.  I3/I4 clarity diamonds are lowest grade in the diamonds. This diamond comes from a closeout lot and may have some surface flaws like scratch, small chip or nick.",1.40 Carats Grey Round Diamond I3-I4 clarity,1.40 Carats Grey Round Diamond I3-I4 clarity,"1.40 Carats, Grey, Round, Diamond, I3-I4 clarity",Diamond,,Grey,Round,,10,Enhanced,Africa,,,1.40 ct.,,,,,,,,I3-I4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,Diamonds,Multicolor Diamonds,,Diamonds > Multicolor Diamonds,56,Diamonds > Multicolor Diamonds
7218,DIA022206366,1.55 Carats Golden Diamond Commercial Clarity,310.0,501.0,5,0.01,True,0,1,0.0,1,True,0,"[""56""]",stockimg/golddround.jpg,product-images-migration/stockimg/100/golddround.jpg,True,Originated from the mines in Africa 1.55 Carats Golden Round Commercial Diamond,1.55 Carats Golden Round Diamond Commercial clarity,1.55 Carats Golden Round Diamond Commercial clarity,"1.55 Carats, Golden, Round, Diamond, Commercial clarity",Diamond,,Golden,Round,,10,Enhanced,Africa,,,1.55 ct.,,,,,,,,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,Diamonds,Multicolor Diamonds,,Diamonds > Multicolor Diamonds,56,Diamonds > Multicolor Diamonds
7219,DIA022206367,0.75 Carat Golden  Diamond Commercial Clarity,151.0,604.0,5,0.01,True,0,1,0.0,1,True,0,"[""56""]",stockimg/golddround.jpg,product-images-migration/stockimg/100/golddround.jpg,True,Originated from the mines in Africa Nice luster 0.75 Carats Golden Round Commercial Diamond,0.75 Carats Golden Round Diamond Commercial clarity,0.75 Carats Golden Round Diamond Commercial clarity,"0.75 Carats, Golden, Round, Diamond, Commercial clarity",Diamond,Brilliant,Golden,Round,Nice,10,Enhanced,Africa,,5.75 mm,0.75 ct.,,,,,,,,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,Diamonds,Multicolor Diamonds,,Diamonds > Multicolor Diamonds,56,Diamonds > Multicolor Diamonds
