products_id,products_model,products_price,products_quantity,products_weight,products_status,products_name,products_description,products_seo_url,products_head_title_tag,products_head_desc_tag,products_head_keywords_tag,categories_name,products_image,products_image_sm_1,products_image_sm_2,products_image_sm_3,products_image_sm_4,products_image_sm_5,products_image_sm_6,color,gemstone_name,grade,cut,shape,clarity_grade,luster,hardness,treatment,origin,size,approx_weight,clarity,metal_material,metal_weight,ring_size,carat_range,size_range,gold_color,watch_brand,watch_model,watch_gender,Unnamed: 42
18461,ONY220207148,52.5000,1,0.01,1,28x15 mm Faceted Drilled Drop Black Onyx in Opaque Grade,Originated from the mines in Brazil Nice Luster 35 Carats Opaque Grade Black Faceted Onyx In size: 28x15 mm.,,28x15 mm Faceted Drilled Drop Black Onyx in Opaque Grade,28x15 mm Faceted Drilled Drop Black Onyx in Opaque Grade,"28x15, mm, Faceted, Drilled, Drop, Black, Onyx, in, Opaque, Grade",Onyx,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396555435-bed73b050e017a7b72552dd03b4f56d89585afbfc8002a3c81847e7c2ec22e81.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396555435-bed73b050e017a7b72552dd03b4f56d89585afbfc8002a3c81847e7c2ec22e81.jpg,,,,,,Black,Onyx,Opaque,Faceted,Drilled Drop,Opaque,Nice,7,Treated,Brasil,28x15 mm,35 ct.,,,,,,,,,,,
18462,ONY220207149,24.0000,200,0.01,1,15x11 mm Faceted Drilled Drop Black Onyx in Opaque Grade,Originated from the mines in Brazil Nice Luster 16 Carats Opaque Grade Black Faceted Onyx In size: 15x11 mm.,,15x11 mm Faceted Drilled Drop Black Onyx in Opaque Grade,15x11 mm Faceted Drilled Drop Black Onyx in Opaque Grade,"15x11, mm, Faceted, Drilled, Drop, Black, Onyx, in, Opaque, Grade",Onyx,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396555435-bed73b050e017a7b72552dd03b4f56d89585afbfc8002a3c81847e7c2ec22e81.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396555435-bed73b050e017a7b72552dd03b4f56d89585afbfc8002a3c81847e7c2ec22e81.jpg,,,,,,Black,Onyx,Opaque,Faceted,Drilled Drop,Opaque,Nice,7,Treated,Brasil,15x11 mm,16 ct.,,,,,,,,,,,
18463,ONY220207150,9.7500,198,0.01,1,15x8 mm Faceted Drilled Drop Black Onyx in Opaque Grade,Originated from the mines in Brazil Nice Luster 6.5 Carats Opaque Grade Black Faceted Onyx In size: 15x8 mm.,,15x8 mm Faceted Drilled Drop Black Onyx in Opaque Grade,15x8 mm Faceted Drilled Drop Black Onyx in Opaque Grade,"15x8, mm, Faceted, Drilled, Drop, Black, Onyx, in, Opaque, Grade",Onyx,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396555435-bed73b050e017a7b72552dd03b4f56d89585afbfc8002a3c81847e7c2ec22e81.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396555435-bed73b050e017a7b72552dd03b4f56d89585afbfc8002a3c81847e7c2ec22e81.jpg,,,,,,Black,Onyx,Opaque,Faceted,Drilled Drop,Opaque,Nice,7,Treated,Brasil,15x8 mm,6.5 ct.,,,,,,,,,,,
18464,ONY220207151,16.5000,200,0.01,1,15x10 mm Faceted Drilled Drop Black Onyx in Opaque Grade,Originated from the mines in Brazil Nice Luster 11 Carats Opaque Grade Black Faceted Onyx In size: 15x10 mm.,,15x10 mm Faceted Drilled Drop Black Onyx in Opaque Grade,15x10 mm Faceted Drilled Drop Black Onyx in Opaque Grade,"15x10, mm, Faceted, Drilled, Drop, Black, Onyx, in, Opaque, Grade",Onyx,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396555435-bed73b050e017a7b72552dd03b4f56d89585afbfc8002a3c81847e7c2ec22e81.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396555435-bed73b050e017a7b72552dd03b4f56d89585afbfc8002a3c81847e7c2ec22e81.jpg,,,,,,Black,Onyx,Opaque,Faceted,Drilled Drop,Opaque,Nice,7,Treated,Brasil,15x10 mm,11 ct.,,,,,,,,,,,
18465,ONY220207152,19.5000,38,0.01,1,14x11 mm Faceted Drilled Drop Black Onyx in Opaque Grade,Originated from the mines in Brazil Nice Luster 13 Carats Opaque Grade Black Faceted Onyx In size: 14x11 mm.,,14x11 mm Faceted Drilled Drop Black Onyx in Opaque Grade,14x11 mm Faceted Drilled Drop Black Onyx in Opaque Grade,"14x11, mm, Faceted, Drilled, Drop, Black, Onyx, in, Opaque, Grade",Onyx,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396555435-bed73b050e017a7b72552dd03b4f56d89585afbfc8002a3c81847e7c2ec22e81.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396555435-bed73b050e017a7b72552dd03b4f56d89585afbfc8002a3c81847e7c2ec22e81.jpg,,,,,,Black,Onyx,Opaque,Faceted,Drilled Drop,Opaque,Nice,7,Treated,Brasil,14x11 mm,13 ct.,,,,,,,,,,,
18466,ONY220207153,12.7500,100,0.01,1,13x10 mm Cabochon Drilled Drop Black Onyx in Opaque Grade,Originated from the mines in Brazil Nice Luster 8.5 Carats Opaque Grade Black Cabochon Onyx In size: 13x10 mm.,,13x10 mm Cabochon Drilled Drop Black Onyx in Opaque Grade,13x10 mm Cabochon Drilled Drop Black Onyx in Opaque Grade,"13x10, mm, Cabochon, Drilled, Drop, Black, Onyx, in, Opaque, Grade",Onyx,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396557235-1e67af8f6ac2127e2c6b4dc9b2e53b693b53e9490e3288030118c3cb3839360c.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396557235-1e67af8f6ac2127e2c6b4dc9b2e53b693b53e9490e3288030118c3cb3839360c.jpg,,,,,,Black,Onyx,Opaque,Cabochon,Drilled Drop,Opaque,Nice,7,Treated,Brasil,13x10 mm,8.5 ct.,,,,,,,,,,,
18470,ONY220207157,6.0000,8,0.01,1,14x12 mm Cabochon Donut Square Black Onyx in Opaque Grade,Originated from the mines in Brazil Nice Luster 4 Carats Opaque Grade Black Cabochon Onyx In size: 14x12 mm.,,14x12 mm Cabochon Donut Square Black Onyx in Opaque Grade,14x12 mm Cabochon Donut Square Black Onyx in Opaque Grade,"14x12, mm, Cabochon, Donut, Square, Black, Onyx, in, Opaque, Grade",Fancy Carved Gemstones,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396559901-4eb79bbafc7cedeae32bbdcd127acfcbe6a8dc3603c590320efe56cceda579a3.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396559901-4eb79bbafc7cedeae32bbdcd127acfcbe6a8dc3603c590320efe56cceda579a3.jpg,,,,,,Black,Onyx,Opaque,Cabochon,Donut Square,Opaque,Nice,7,Treated,Brasil,14x12 mm,4 ct.,,,,,,,,,,,
18471,ONY220207158,5.2500,6,0.01,1,14x10 mm Cabochon Donut Square Black Onyx in Opaque Grade,Originated from the mines in Brazil Nice Luster 3.50 Carats Opaque Grade Black Cabochon Onyx In size: 14x10 mm.,,14x10 mm Cabochon Donut Square Black Onyx in Opaque Grade,14x10 mm Cabochon Donut Square Black Onyx in Opaque Grade,"14x10, mm, Cabochon, Donut, Square, Black, Onyx, in, Opaque, Grade",Fancy Carved Gemstones,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396559901-4eb79bbafc7cedeae32bbdcd127acfcbe6a8dc3603c590320efe56cceda579a3.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396559901-4eb79bbafc7cedeae32bbdcd127acfcbe6a8dc3603c590320efe56cceda579a3.jpg,,,,,,Black,Onyx,Opaque,Cabochon,Donut Square,Opaque,Nice,7,Treated,Brasil,14x10 mm,3.50 ct.,,,,,,,,,,,
18472,ONY220207159,4.5000,0,0.01,1,12x10 mm Cabochon Donut Square Black Onyx in Opaque Grade,Originated from the mines in Brazil Nice Luster 3 Carats Opaque Grade Black Cabochon Onyx In size: 12x10 mm.,,12x10 mm Cabochon Donut Square Black Onyx in Opaque Grade,12x10 mm Cabochon Donut Square Black Onyx in Opaque Grade,"12x10, mm, Cabochon, Donut, Square, Black, Onyx, in, Opaque, Grade",Fancy Carved Gemstones,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396559901-4eb79bbafc7cedeae32bbdcd127acfcbe6a8dc3603c590320efe56cceda579a3.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396559901-4eb79bbafc7cedeae32bbdcd127acfcbe6a8dc3603c590320efe56cceda579a3.jpg,,,,,,Black,Onyx,Opaque,Cabochon,Donut Square,Opaque,Nice,7,Treated,Brasil,12x10 mm,3 ct.,,,,,,,,,,,
18473,ONY220207160,2.2500,1,0.01,1,10x8 mm Cabochon Donut Square Black Onyx in Opaque Grade,Originated from the mines in Brazil Nice Luster 1.50 Carats Opaque Grade Black Cabochon Onyx In size: 10x8 mm.,,10x8 mm Cabochon Donut Square Black Onyx in Opaque Grade,10x8 mm Cabochon Donut Square Black Onyx in Opaque Grade,"10x8, mm, Cabochon, Donut, Square, Black, Onyx, in, Opaque, Grade",Fancy Carved Gemstones,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396559901-4eb79bbafc7cedeae32bbdcd127acfcbe6a8dc3603c590320efe56cceda579a3.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396559901-4eb79bbafc7cedeae32bbdcd127acfcbe6a8dc3603c590320efe56cceda579a3.jpg,,,,,,Black,Onyx,Opaque,Cabochon,Donut Square,Opaque,Nice,7,Treated,Brasil,10x8 mm,1.50 ct.,,,,,,,,,,,
18474,ONY220207161,7.5000,1,0.01,1,15 mm Cabochon Donut Black Onyx in Opaque Grade,Originated from the mines in Brazil Nice Luster 5 Carats Opaque Grade Black Cabochon Onyx In size: 15 mm.,,15 mm Cabochon Donut Black Onyx in Opaque Grade,15 mm Cabochon Donut Black Onyx in Opaque Grade,"15, mm, Cabochon, Donut, Black, Onyx, in, Opaque, Grade",Fancy Carved Gemstones,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396561599-e48617c0e92bb7f79599b6ca8095d48010fe76d3885a49fba841fb9a14db129d.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396561599-e48617c0e92bb7f79599b6ca8095d48010fe76d3885a49fba841fb9a14db129d.jpg,,,,,,Black,Onyx,Opaque,Cabochon,Donut,Opaque,Nice,7,Treated,Brasil,15 mm,5 ct.,,,,,,,,,,,
18477,ONY220207164,0.3000,850,0.01,1,4 mm Cabochon Donut Black Onyx in Opaque Grade,Originated from the mines in Brazil Nice Luster 0.2 Carats Opaque Grade Black Cabochon Onyx In size: 4 mm.,,4 mm Cabochon Donut Black Onyx in Opaque Grade,4 mm Cabochon Donut Black Onyx in Opaque Grade,"4, mm, Cabochon, Donut, Black, Onyx, in, Opaque, Grade",Fancy Carved Gemstones,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396561599-e48617c0e92bb7f79599b6ca8095d48010fe76d3885a49fba841fb9a14db129d.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396561599-e48617c0e92bb7f79599b6ca8095d48010fe76d3885a49fba841fb9a14db129d.jpg,,,,,,Black,Onyx,Opaque,Cabochon,Donut,Opaque,Nice,7,Treated,Brasil,4 mm,0.20 ct.,,,,,,,,,,,
18478,ONY220207165,17.2500,1,0.01,1,25 mm Cabochon Donut Black Onyx in Opaque Grade,Originated from the mines in Brazil Nice Luster 11.5 Carats Opaque Grade Black Cabochon Onyx In size: 25 mm.,,25 mm Cabochon Donut Black Onyx in Opaque Grade,25 mm Cabochon Donut Black Onyx in Opaque Grade,"25, mm, Cabochon, Donut, Black, Onyx, in, Opaque, Grade",Fancy Carved Gemstones,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396561599-e48617c0e92bb7f79599b6ca8095d48010fe76d3885a49fba841fb9a14db129d.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396561599-e48617c0e92bb7f79599b6ca8095d48010fe76d3885a49fba841fb9a14db129d.jpg,,,,,,Black,Onyx,Opaque,Cabochon,Donut,Opaque,Nice,7,Treated,Brasil,25 mm,11.5 ct.,,,,,,,,,,,
18480,ONY220207167,102.0000,2,0.01,1,34x24 mm Cabochon Drop Black Onyx in Opaque Grade,Originated from the mines in Brazil Nice Luster 68 Carats Opaque Grade Black Cabochon Onyx In size: 34x24 mm.,,34x24 mm Cabochon Drop Black Onyx in Opaque Grade,34x24 mm Cabochon Drop Black Onyx in Opaque Grade,"34x24, mm, Cabochon, Drop, Black, Onyx, in, Opaque, Grade",Onyx,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396563383-43d7821d4c0d427264e19c096a3e2c4951b05aec05de12d40c332bdee449eccb.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396563383-43d7821d4c0d427264e19c096a3e2c4951b05aec05de12d40c332bdee449eccb.jpg,,,,,,Black,Onyx,Opaque,Cabochon,Drop,Opaque,Nice,7,Treated,Brasil,34x24 mm,68 ct.,,,,,,,,,,,
18481,ONY220207168,45.0000,20,0.01,1,22 mm Carvings Fancy Square Black Onyx in Opaque Grade,Originated from the mines in Brazil Nice Luster 30 Carats Opaque Grade Black Carvings Onyx In size: 22 mm.,,22 mm Carvings Fancy Square Black Onyx in Opaque Grade,22 mm Carvings Fancy Square Black Onyx in Opaque Grade,"22, mm, Carvings, Fancy, Square, Black, Onyx, in, Opaque, Grade",Fancy Carved Gemstones,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396565328-158c01d452d5641c8fe7a0b5559d99931df5a5924b44195a281117f749d2a807.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396565328-158c01d452d5641c8fe7a0b5559d99931df5a5924b44195a281117f749d2a807.jpg,,,,,,Black,Onyx,Opaque,Carved,Fancy Square,Opaque,Nice,7,Treated,Brasil,22 mm,30 ct.,,,,,,,,,,,
18482,ONY220207169,7.5000,9970,0.01,1,13 mm Carvings Fancy Square Black Onyx in Opaque Grade,Originated from the mines in Brazil Nice Luster 5 Carats Opaque Grade Black Carvings Onyx In size: 13 mm.,,13 mm Carvings Fancy Square Black Onyx in Opaque Grade,13 mm Carvings Fancy Square Black Onyx in Opaque Grade,"13, mm, Carvings, Fancy, Square, Black, Onyx, in, Opaque, Grade",Fancy Carved Gemstones,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396565328-158c01d452d5641c8fe7a0b5559d99931df5a5924b44195a281117f749d2a807.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396565328-158c01d452d5641c8fe7a0b5559d99931df5a5924b44195a281117f749d2a807.jpg,,,,,,Black,Onyx,Opaque,Carved,Fancy Square,Opaque,Nice,7,Treated,Brasil,13 mm,5 ct.,,,,,,,,,,,
18483,ONY220207170,4.5000,9987,0.01,1,11 mm Carvings Fancy Square Black Onyx in Opaque Grade,Originated from the mines in Brazil Nice Luster 3 Carats Opaque Grade Black Carvings Onyx In size: 11 mm.,,11 mm Carvings Fancy Square Black Onyx in Opaque Grade,11 mm Carvings Fancy Square Black Onyx in Opaque Grade,"11, mm, Carvings, Fancy, Square, Black, Onyx, in, Opaque, Grade",Fancy Carved Gemstones,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396565328-158c01d452d5641c8fe7a0b5559d99931df5a5924b44195a281117f749d2a807.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396565328-158c01d452d5641c8fe7a0b5559d99931df5a5924b44195a281117f749d2a807.jpg,,,,,,Black,Onyx,Opaque,Carved,Fancy Square,Opaque,Nice,7,Treated,Brasil,11 mm,3 ct.,,,,,,,,,,,
18484,ONY220207171,5.2500,9955,0.01,1,7 mm Carvings Fancy Square Black Onyx in Opaque Grade,Originated from the mines in Brazil Nice Luster 1.75 Carats Opaque Grade Black Carvings Onyx In size: 7 mm.,,7 mm Carvings Fancy Square Black Onyx in Opaque Grade,7 mm Carvings Fancy Square Black Onyx in Opaque Grade,"7, mm, Carvings, Fancy, Square, Black, Onyx, in, Opaque, Grade",Fancy Carved Gemstones,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396565328-158c01d452d5641c8fe7a0b5559d99931df5a5924b44195a281117f749d2a807.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396565328-158c01d452d5641c8fe7a0b5559d99931df5a5924b44195a281117f749d2a807.jpg,,,,,,Black,Onyx,Opaque,Carved,Fancy Square,Opaque,Nice,7,Treated,Brasil,7 mm,1.75 ct.,,,,,,,,,,,
18485,ONY220207172,0.7500,140,0.01,1,5 mm Carvings Fancy Square Black Onyx in Opaque Grade,Originated from the mines in Brazil Nice Luster 0.5 Carats Opaque Grade Black Carvings Onyx In size: 5 mm.,,5 mm Carvings Fancy Square Black Onyx in Opaque Grade,5 mm Carvings Fancy Square Black Onyx in Opaque Grade,"5, mm, Carvings, Fancy, Square, Black, Onyx, in, Opaque, Grade",Fancy Carved Gemstones,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396565328-158c01d452d5641c8fe7a0b5559d99931df5a5924b44195a281117f749d2a807.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396565328-158c01d452d5641c8fe7a0b5559d99931df5a5924b44195a281117f749d2a807.jpg,,,,,,Black,Onyx,Opaque,Carved,Fancy Square,Opaque,Nice,7,Treated,Brasil,5 mm,0.5 ct.,,,,,,,,,,,
19072,BD031607001,49.9900,189,0.01,1,1 Ct Black Diamond Opaque clarity Commercial For Recutting,"Diamonds at below wholesale prices from Alpha Imports. This diamond may have visible surface flaws like scratches, nicks and chipped. Good for re-cutting only.",,1 Carats Black Round Diamond Opaque clarity Commercial,1 Carats Black Round Diamond Opaque clarity Commercial,"1 Carats, Black, Round, Diamond, Opaque, clarity, Commercial",Black Diamonds,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396516012-33de54cd471769639aec56ae850c7ef1808d9d57ad6b8a618142908e8a2b27dc.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396516012-33de54cd471769639aec56ae850c7ef1808d9d57ad6b8a618142908e8a2b27dc.jpg,,,,,,Black,Black Diamond,Commercial,Good,Round,,Nice,10,Irradiated,,6 mm,1 ct.,Opaque,,,,,,,,,,
19283,GDR03290734,670.4000,2,0.01,1,2.06 Carats Black Diamond Ring in 14 k White Gold,Simple sophisticated crafted in lustrous 14k white gold the Black diamond as center stone exudes warmth and tradition,,2.06 Carats Black Diamond Ring in 14 k White Gold,2.06 Carats Black Diamond Ring in 14 k White Gold,"2.06, Carats, Black, Diamond, Ring, in, 14, k, White, Gold",Color Diamond Rings,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396566963-c968f7d78c13258e12a0b6c98ca320ab5a81905eb6d85d45aea88b94b340e943.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396566963-c968f7d78c13258e12a0b6c98ca320ab5a81905eb6d85d45aea88b94b340e943.jpg,,,,,,Black,Black Diamond,,,Octagon,,,,,,7.5x6 mm,1.25 ct.,,14K White Gold,9.17 Grams,7,,,,,,,
19290,BD03040701,460.0000,5,0.01,1,2.30 Carats Round Black Diamond,Originated from the mines in Africa Fair luster 2.30 Carats Black Round Opaque Diamond,,2.30 Carats Round Black Diamond,2.30 Carats Round Black Diamond,"2.30, Carats, Black, Round, Diamond",Black Diamonds,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396516012-33de54cd471769639aec56ae850c7ef1808d9d57ad6b8a618142908e8a2b27dc.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396516012-33de54cd471769639aec56ae850c7ef1808d9d57ad6b8a618142908e8a2b27dc.jpg,,,,,,Black,Diamond,A,,Round,Opaque,,10,Irradiated,Africa,,2.30 ct.,,,,,,,,,,,
19807,BD04182007,51.0000,62,0.01,1,1.80 Carats Round Black Diamond Commercial Grade,"Originated from the mines in Africa Fair luster 1.80 Carats Round Black Diamond in commercial grade.Large commercial black diamonds usually have some surface flaws. These flaws can be scratch, nicks or chips.",,1.80 Carats Round Black  Diamond Commercial Grade,1.80 Carats Round Black  Diamond Commercial Grade,"1.80 Carats, Black, Round, Diamond, Commercial, Grade",Black Diamonds,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396516012-33de54cd471769639aec56ae850c7ef1808d9d57ad6b8a618142908e8a2b27dc.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396516012-33de54cd471769639aec56ae850c7ef1808d9d57ad6b8a618142908e8a2b27dc.jpg,,,,,,Black,Diamond,,,Round,Opaque,,10,,Africa,,1.80 ct.,,,,,,,,,,,
19892,GEM050407005,20.2500,18,0.01,1,17 x 8 mm Faceted Briolette Black Onyx,Originated from the mines in Brazil Nice Luster 6.75 Carats AAA Grade Faceted Black Onyx In size: 17 x 8 mm (Drilled on Top).,,17 x 8 mm Faceted Briolette Black Onyx,17 x 8 mm Faceted Briolette Black Onyx,"17, x, 8, mm, Faceted, Briolette, Black, Onyx",Briolettes,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396568516-a04283ce5b43e6c2a47f81d996b1ce6dbe38781bef93a5501554a70dc62557df.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396568516-a04283ce5b43e6c2a47f81d996b1ce6dbe38781bef93a5501554a70dc62557df.jpg,,,,,,Black,Black Onyx,AAA,Faceted,Briolette,,Nice,7,Treated,Brasil,17x8 mm,6.75 ct.,Opaque,,,,,,,,,,
20463,BD06060701,280.0000,13,0.01,1,1.40 Carats Black Round Diamond,Originated from the mines in Africa Nice luster 1.40 Carats Black Round Diamond.,,1.40 Carats Black Round Diamond,1.40 Carats Black Round Diamond,"1.40 carat, Carats, Black diamond, Round, Diamond, clarity",Black Diamonds,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396516012-33de54cd471769639aec56ae850c7ef1808d9d57ad6b8a618142908e8a2b27dc.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396516012-33de54cd471769639aec56ae850c7ef1808d9d57ad6b8a618142908e8a2b27dc.jpg,,,,,,Black,Black Diamond,,,Round,,,10,Irradiated,,,1.40 ct.,Opaque,,,,,,,,,,
20523,REC062120071,234.0000,198,0.01,1,1.0 ct. twt Black Diamond ring and Stud Earrings in 14K Gold,A beautiful matched set of black diamond ring and pair of stud earrings. 1 carat total weight of black diamonds set in 14 k gold available in white or yellow gold. A great value gift for any occasion.,,1.0 ct. twt Black Diamond ring and Earrings in 14K Gold,1.0 ct. twt Black Diamond ring and Earrings in 14K Gold,"ring earring combo, 1 Carats, Black Diamond Earrings, 14K Gold",Engagement Solitaire Rings,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396570141-f9267b804e8a7c4c2334d8c20d24e0f41b26fedeec8f88502e07cbc6e8358879.gif,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396570141-f9267b804e8a7c4c2334d8c20d24e0f41b26fedeec8f88502e07cbc6e8358879.gif,,,,,,Black,Diamond,,Brilliant,Round,,,,Color Treated,Africa,,1 ct.,Opaque,14K White or Yellow Gold,,,,,,,,,
20961,BD0730200701,60.0000,44,0.01,1,0.60 Carats (5 mm) Black Round Diamond AAA,Originated from the mines in Africa Nice luster 0.60 Carats Black Round AAA Diamond size : 5 mm.,,0.60 Carats (5 mm) Black Round Diamond AAA,0.60 Carats (5 mm) Black Round Diamond AAA,"0.60 Black diamond, Round black Diamond, aaa black diamond",Black Diamonds,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396516012-33de54cd471769639aec56ae850c7ef1808d9d57ad6b8a618142908e8a2b27dc.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396516012-33de54cd471769639aec56ae850c7ef1808d9d57ad6b8a618142908e8a2b27dc.jpg,,,,,,Black,Black Diamond,AAA,Brilliant,Round,,Fair,10,Irradiated,Africa,5 mm,0.60 ct.,Opaque,,,,,,,,,,
21081,TSR091107147,258.0000,23,0.01,1,Three Stone Ring- 0.35 Carat Twt. Diamond Ring in 14K Gold,Delicately designed and crafted in 14k gold sparkles with cool white diamond as the center stone and round black diamond on each side add an air of distinction.,,Three Stone Ring- 0.35 Carat Twt. Diamond Ring in 14K Gold,Three Stone Ring- 0.35 Carat Twt. Diamond Ring in 14K Gold,"three stone, three stone ring, three stone diamond ring, 3 stone ring",Three Stone Diamond Rings,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396571532-654a301c964655d7b1535f6df97c57a42eb65a4f553a578fd152d0a2c7eb8ca1.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396571532-654a301c964655d7b1535f6df97c57a42eb65a4f553a578fd152d0a2c7eb8ca1.jpg,,,,,,Black,Diamond,,Very Good,,,,,Treated,,,0.15 ct.,,14K White or Yellow Gold,2 Grams,,,,,,,,
21082,TSR091107150,299.0000,18,0.01,1,Three Stone Ring- 0.50 Carat Twt. Diamond Ring in 14K Gold,Delicately designed and crafted in 14k gold sparkles with cool white diamond as the center stone and round black diamond on each side add an air of distinction.,,Three Stone Ring- 0.50 Carat Twt. Diamond Ring in 14K Gold,Three Stone Ring- 0.50 Carat Twt. Diamond Ring in 14K Gold,"three stone, three stone ring, three stone diamond ring, 3 stone ring",Three Stone Diamond Rings,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396571532-654a301c964655d7b1535f6df97c57a42eb65a4f553a578fd152d0a2c7eb8ca1.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396571532-654a301c964655d7b1535f6df97c57a42eb65a4f553a578fd152d0a2c7eb8ca1.jpg,,,,,,Black,Diamond,,Very Good,,,,,Treated,,,0.25 ct.,,14K White or Yellow Gold,2 Grams,,,,,,,,
21083,TSR091107153,660.0000,23,0.01,1,Three Stone Ring- 1 Carat Twt. Diamond Ring in 14K Gold,Delicately designed and crafted in 14k gold sparkles with cool white diamond as the center stone and round black diamond on each side add an air of distinction.,,Three Stone Ring- 1 Carat Twt. Diamond Ring in 14K Gold,,"three stone, three stone ring, three stone diamond ring, 3 stone ring",Three Stone Diamond Rings,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396571532-654a301c964655d7b1535f6df97c57a42eb65a4f553a578fd152d0a2c7eb8ca1.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396571532-654a301c964655d7b1535f6df97c57a42eb65a4f553a578fd152d0a2c7eb8ca1.jpg,,,,,,Black,Diamond,,Very Good,,,,,Treated,,,0.50 ct.,,14K White or Yellow Gold,2 Grams,,,,,,,,
